u[V],p[V],s[mm],p[bar]
4.68,3.853,11.768,2.4677000000000002
4.69,3.872,11.865,2.4848
4.7,3.872,11.963,2.4848
4.71,3.872,11.963,2.4848
4.72,3.872,12.012,2.4848
4.73,3.901,12.158,2.5109
4.74,3.896,12.109,2.5064
4.75,3.901,12.207,2.5109
4.76,3.906,12.207,2.5154
4.77,3.911,12.305,2.5199000000000003
4.78,3.921,12.305,2.5288999999999997
4.79,3.921,12.354,2.5288999999999997
4.8,3.931,12.402,2.5379
4.81,3.945,12.5,2.5505
4.82,3.945,12.5,2.5505
4.83,3.955,12.549,2.5595000000000003
4.84,3.955,12.598,2.5595000000000003
4.85,3.965,12.695,2.5685
4.86,3.97,12.695,2.5730000000000004
4.87,3.994,12.793,2.5946000000000002
4.88,3.984,12.891,2.5856
4.89,3.984,12.891,2.5856
4.9,4.004,12.939,2.6035999999999997
4.91,4.009,13.037,2.6081000000000003
4.92,4.014,13.086,2.6126000000000005
4.93,4.019,13.135,2.6171
4.94,4.033,13.184,2.6297000000000006
4.95,4.033,13.232,2.6297000000000006
4.96,4.043,13.281,2.6387
4.97,4.043,13.33,2.6387
4.98,4.067,13.428,2.6603000000000003
4.99,4.058,13.477,2.6522
5,4.063,13.477,2.6567
5.01,4.067,13.525,2.6603000000000003
5.02,4.077,13.574,2.6693000000000002
5.03,4.092,13.672,2.6828
5.04,4.087,13.721,2.6782999999999997
5.05,4.092,13.77,2.6828
5.06,4.102,13.77,2.6918
5.07,4.111,13.867,2.6999
5.08,4.116,13.965,2.7043999999999997
5.09,4.131,14.014,2.7179
5.1,4.136,14.063,2.7224000000000004
5.11,4.136,14.111,2.7224000000000004
5.12,4.16,14.209,2.744
5.13,4.155,14.258,2.7395000000000005
5.14,4.165,14.355,2.7485
5.15,4.175,14.404,2.7575
5.16,4.17,14.453,2.753
5.17,4.18,14.551,2.762
5.18,4.194,14.502,2.7746
5.19,4.194,14.6,2.7746
5.2,4.194,14.648,2.7746
5.21,4.204,14.648,2.7836
5.22,4.214,14.746,2.7926000000000006
5.23,4.214,14.795,2.7926000000000006
5.24,4.229,14.893,2.8061000000000003
5.25,4.233,14.941,2.8097
5.26,4.248,14.99,2.8232000000000004
5.27,4.243,15.039,2.8187
5.28,4.253,15.088,2.8277
5.29,4.268,15.137,2.8411999999999997
5.3,4.268,15.283,2.8411999999999997
5.31,4.268,15.283,2.8411999999999997
5.32,4.287,15.332,2.8583
5.33,4.292,15.43,2.8628
5.34,4.292,15.479,2.8628
5.35,4.307,15.527,2.8763000000000005
5.36,4.302,15.527,2.8718
5.37,4.321,15.674,2.8889
5.38,4.321,15.723,2.8889
5.39,4.326,15.771,2.8933999999999997
5.4,4.341,15.869,2.9069000000000003
5.41,4.341,15.918,2.9069000000000003
5.42,4.351,15.918,2.9159
5.43,4.351,16.016,2.9159
5.44,4.351,16.064,2.9159
5.45,4.37,16.113,2.9330000000000003
5.46,4.36,16.162,2.9240000000000004
5.47,4.38,16.26,2.942
5.48,4.385,16.309,2.9465
5.49,4.39,16.406,2.9509999999999996
5.5,4.395,16.406,2.9555
5.51,4.404,16.455,2.9636
5.52,4.409,16.504,2.9680999999999997
5.53,4.434,16.699,2.9906
5.54,4.434,16.699,2.9906
5.55,4.429,16.699,2.9861000000000004
5.56,4.443,16.797,2.9987
5.57,4.438,16.797,2.9941999999999998
5.58,4.463,16.895,3.0167
5.59,4.468,16.992,3.0212000000000003
5.6,4.463,16.992,3.0167
5.61,4.478,17.09,3.0302
5.62,4.478,17.188,3.0302
5.63,4.497,17.236,3.0473
5.64,4.492,17.236,3.0427999999999997
5.65,4.497,17.383,3.0473
5.66,4.502,17.334,3.0518
5.67,4.531,17.48,3.0778999999999996
5.68,4.526,17.578,3.0734000000000004
5.69,4.521,17.578,3.0689
5.7,4.536,17.676,3.0824
5.71,4.541,17.676,3.086900000000001
5.72,4.546,17.773,3.0914
5.73,4.551,17.822,3.0959000000000003
5.74,4.575,18.018,3.1175000000000006
5.75,4.575,18.018,3.1175000000000006
5.76,4.575,18.066,3.1175000000000006
5.77,4.59,18.115,3.1310000000000002
5.78,4.585,18.164,3.1265
5.79,4.6,18.262,3.1399999999999997
5.8,4.6,18.311,3.1399999999999997
5.81,4.614,18.408,3.1525999999999996
5.82,4.609,18.457,3.1481000000000003
5.83,4.629,18.506,3.1661
5.84,4.629,18.555,3.1661
5.85,4.644,18.604,3.1796000000000006
5.86,4.644,18.701,3.1796000000000006
5.87,4.653,18.75,3.1876999999999995
5.88,4.658,18.799,3.1922000000000006
5.89,4.668,18.896,3.2012
5.9,4.668,18.945,3.2012
5.91,4.673,18.994,3.2057
5.92,4.683,18.994,3.2146999999999997
5.93,4.692,19.092,3.2228000000000003
5.94,4.688,19.189,3.2192
5.95,4.707,19.238,3.2363
5.96,4.707,19.287,3.2363
5.97,4.727,19.385,3.2543000000000006
5.98,4.722,19.482,3.2498000000000005
5.99,4.722,19.482,3.2498000000000005
6,4.746,19.58,3.2714000000000008
6.01,4.746,19.678,3.2714000000000008
6.02,4.746,19.727,3.2714000000000008
6.03,4.761,19.727,3.2849000000000004
6.04,4.761,19.824,3.2849000000000004
6.05,4.775,19.922,3.2975000000000003
6.06,4.775,19.922,3.2975000000000003
6.07,4.79,20.02,3.311
6.08,4.79,20.068,3.311
6.09,4.8,20.068,3.3200000000000003
6.1,4.81,20.215,3.3289999999999997
6.11,4.81,20.215,3.3289999999999997
6.12,4.819,20.313,3.3371000000000004
6.13,4.819,20.41,3.3371000000000004
6.14,4.834,20.508,3.3506
6.15,4.839,20.557,3.3551
6.16,4.863,20.654,3.3767000000000005
6.17,4.863,20.801,3.3767000000000005
6.18,4.863,20.752,3.3767000000000005
6.19,4.863,20.801,3.3767000000000005
6.2,4.878,20.898,3.3902
6.21,4.883,20.996,3.3947000000000003
6.22,4.878,20.996,3.3902
6.23,4.893,21.045,3.4036999999999997
6.24,4.897,21.143,3.4073
6.25,4.907,21.24,3.4163000000000006
6.26,4.912,21.24,3.4208
6.27,4.912,21.289,3.4208
6.28,4.941,21.387,3.4469000000000003
6.29,4.937,21.484,3.4433000000000007
6.3,4.937,21.484,3.4433000000000007
6.31,4.937,21.533,3.4433000000000007
6.32,4.956,21.631,3.460400000000001
6.33,4.951,21.68,3.4558999999999997
6.34,4.966,21.777,3.4694000000000003
6.35,4.971,21.826,3.4739000000000004
6.36,4.985,21.924,3.4865000000000004
6.37,4.985,21.973,3.4865000000000004
6.38,4.995,22.021,3.4955
6.39,5.01,22.07,3.5090000000000003
6.4,5.005,22.119,3.5045
6.41,5.02,22.217,3.518
6.42,5.015,22.217,3.5134999999999996
6.43,5.024,22.363,3.5216000000000003
6.44,5.029,22.412,3.5261000000000005
6.45,5.039,22.461,3.5351
6.46,5.034,22.51,3.5305999999999997
6.47,5.054,22.559,3.5486000000000004
6.48,5.054,22.656,3.5486000000000004
6.49,5.063,22.705,3.5567
6.5,5.063,22.705,3.5567
6.51,5.083,22.803,3.5747
6.52,5.083,22.852,3.5747
6.53,5.093,22.9,3.5837000000000003
6.54,5.088,22.998,3.5792
6.55,5.107,23.096,3.5963000000000003
6.56,5.103,23.145,3.5927
6.57,5.122,23.242,3.6098
6.58,5.127,23.291,3.6143
6.59,5.127,23.291,3.6143
6.6,5.151,23.389,3.6359000000000004
6.61,5.146,23.486,3.6314
6.62,5.151,23.584,3.6359000000000004
6.63,5.156,23.584,3.6403999999999996
6.64,5.176,23.682,3.6584000000000003
6.65,5.181,23.73,3.6629000000000005
6.66,5.176,23.779,3.6584000000000003
6.67,5.186,23.828,3.6673999999999998
6.68,5.2,23.926,3.6800000000000006
6.69,5.2,23.975,3.6800000000000006
6.7,5.205,24.023,3.6845
6.71,5.205,24.023,3.6845
6.72,5.215,24.121,3.6935000000000002
6.73,5.225,24.17,3.7024999999999997
6.74,5.234,24.219,3.7106000000000003
6.75,5.234,24.268,3.7106000000000003
6.76,5.244,24.316,3.7196
6.77,5.249,24.414,3.7241
6.78,5.259,24.512,3.7331000000000003
6.79,5.264,24.561,3.7376000000000005
6.8,5.273,24.561,3.7457000000000003
6.81,5.278,24.707,3.7501999999999995
6.82,5.283,24.756,3.7547000000000006
6.83,5.293,24.756,3.7637
6.84,5.298,24.854,3.7682
6.85,5.303,24.805,3.7727000000000004
6.86,5.322,25,3.7898000000000005
6.87,5.327,25.049,3.7943
6.88,5.322,25.049,3.7898000000000005
6.89,5.327,25.146,3.7943
6.9,5.337,25.195,3.8033
6.91,5.342,25.195,3.8077999999999994
6.92,5.342,25.244,3.8077999999999994
6.93,5.371,25.439,3.8339000000000008
6.94,5.371,25.439,3.8339000000000008
6.95,5.366,25.488,3.8293999999999997
6.96,5.381,25.537,3.8429
6.97,5.381,25.586,3.8429
6.98,5.386,25.635,3.8474000000000004
6.99,5.396,25.684,3.8564
7,5.396,25.684,3.8564
7.01,5.42,25.83,3.878
7.02,5.425,25.928,3.8825000000000003
7.03,5.425,25.977,3.8825000000000003
7.04,5.43,26.025,3.8869999999999996
7.05,5.43,26.025,3.8869999999999996
7.06,5.454,26.172,3.9086
7.07,5.459,26.221,3.9131
7.08,5.454,26.172,3.9086
7.09,5.459,26.221,3.9131
7.1,5.464,26.318,3.9176
7.11,5.469,26.367,3.9221000000000004
7.12,5.488,26.416,3.9392000000000005
7.13,5.488,26.465,3.9392000000000005
7.14,5.498,26.514,3.9482
7.15,5.513,26.66,3.9617000000000004
7.16,5.508,26.66,3.9572000000000003
7.17,5.527,26.758,3.9743000000000004
7.18,5.527,26.807,3.9743000000000004
7.19,5.537,26.904,3.9833
7.2,5.537,26.904,3.9833
7.21,5.547,26.904,3.9923
7.22,5.557,27.002,4.0013000000000005
7.23,5.562,27.1,4.005800000000001
7.24,5.562,27.1,4.005800000000001
7.25,5.566,27.197,4.0094
7.26,5.576,27.197,4.0184
7.27,5.581,27.295,4.022900000000001
7.28,5.591,27.344,4.0319
7.29,5.605,27.393,4.0445
7.3,5.601,27.441,4.0409
7.31,5.615,27.49,4.0535000000000005
7.32,5.615,27.539,4.0535000000000005
7.33,5.625,27.588,4.0625
7.34,5.625,27.637,4.0625
7.35,5.635,27.734,4.0715
7.36,5.649,27.783,4.0841
7.37,5.645,27.832,4.0805
7.38,5.659,27.881,4.0931
7.39,5.654,27.93,4.0886000000000005
7.4,5.693,28.076,4.1236999999999995
7.41,5.688,28.174,4.1192
7.42,5.688,28.174,4.1192
7.43,5.688,28.174,4.1192
7.44,5.698,28.223,4.1282000000000005
7.45,5.703,28.271,4.132700000000001
7.46,5.713,28.32,4.1417
7.47,5.713,28.369,4.1417
7.48,5.732,28.467,4.1588
7.49,5.732,28.516,4.1588
7.5,5.747,28.564,4.1723
7.51,5.747,28.613,4.1723
7.52,5.757,28.613,4.1813
7.53,5.757,28.711,4.1813
7.54,5.767,28.809,4.190300000000001
7.55,5.767,28.809,4.190300000000001
7.56,5.776,28.857,4.1984
7.57,5.781,28.906,4.2029
7.58,5.806,29.004,4.2254000000000005
7.59,5.801,29.004,4.2209
7.6,5.801,29.053,4.2209
7.61,5.83,29.199,4.247
7.62,5.825,29.248,4.242500000000001
7.63,5.825,29.248,4.242500000000001
7.64,5.84,29.297,4.256
7.65,5.85,29.346,4.265
7.66,5.845,29.395,4.2604999999999995
7.67,5.859,29.443,4.2731
7.68,5.864,29.492,4.2776
7.69,5.874,29.541,4.2866
7.7,5.879,29.59,4.2911
7.71,5.884,29.639,4.2956
7.72,5.889,29.688,4.3001000000000005
7.73,5.903,29.785,4.3126999999999995
7.74,5.903,29.834,4.3126999999999995
7.75,5.908,29.834,4.317200000000001
7.76,5.918,29.883,4.3262
7.77,5.928,29.98,4.3352
7.78,5.928,29.98,4.3352
7.79,5.933,30.029,4.3397
7.8,5.942,30.078,4.3478
7.81,5.938,30.127,4.3442
7.82,5.957,30.127,4.3613
7.83,5.952,30.176,4.3568
7.84,5.967,30.322,4.370299999999999
7.85,5.962,30.273,4.3658
7.86,5.977,30.371,4.379300000000001
7.87,5.981,30.42,4.3829
7.88,5.991,30.469,4.3919
7.89,5.996,30.518,4.396400000000001
7.9,6.016,30.566,4.4144000000000005
7.91,6.016,30.615,4.4144000000000005
7.92,6.021,30.615,4.4189
7.93,6.025,30.664,4.4225
7.94,6.04,30.762,4.436
7.95,6.04,30.859,4.436
7.96,6.045,30.811,4.4405
7.97,6.055,30.859,4.4495
7.98,6.06,30.957,4.454
7.99,6.069,31.006,4.4621
8,6.064,31.055,4.4576
8.01,6.084,31.055,4.4756
8.02,6.084,31.104,4.4756
8.03,6.099,31.201,4.4891000000000005
8.04,6.094,31.25,4.4846
8.05,6.104,31.299,4.4936
8.06,6.118,31.348,4.506200000000001
8.07,6.118,31.348,4.506200000000001
8.08,6.133,31.445,4.5197
8.09,6.133,31.494,4.5197
8.1,6.147,31.494,4.5323
8.11,6.147,31.592,4.5323
8.12,6.147,31.592,4.5323
8.13,6.157,31.641,4.541300000000001
8.14,6.157,31.689,4.541300000000001
8.15,6.182,31.787,4.5638000000000005
8.16,6.182,31.787,4.5638000000000005
8.17,6.182,31.836,4.5638000000000005
8.18,6.196,31.885,4.5764
8.19,6.191,31.934,4.5719
8.2,6.206,31.934,4.585400000000001
8.21,6.206,31.934,4.585400000000001
8.22,6.23,32.031,4.607
8.23,6.226,32.08,4.6034
8.24,6.245,32.129,4.6205
8.25,6.24,32.227,4.6160000000000005
8.26,6.25,32.227,4.625
8.27,6.255,32.227,4.6295
8.28,6.27,32.324,4.643
8.29,6.265,32.373,4.6385
8.3,6.274,32.373,4.6466
8.31,6.279,32.471,4.6511000000000005
8.32,6.284,32.471,4.6556
8.33,6.299,32.52,4.6691
8.34,6.299,32.617,4.6691
8.35,6.309,32.617,4.678100000000001
8.36,6.304,32.666,4.6736
8.37,6.318,32.715,4.6861999999999995
8.38,6.323,32.764,4.6907000000000005
8.39,6.338,32.764,4.7042
8.4,6.343,32.861,4.7087
8.41,6.353,32.91,4.7177
8.42,6.348,32.91,4.7132
8.43,6.353,32.959,4.7177
8.44,6.367,33.008,4.7303
8.45,6.362,33.057,4.7258000000000004
8.46,6.387,33.105,4.7482999999999995
8.47,6.382,33.203,4.7438
8.48,6.396,33.203,4.7564
8.49,6.401,33.252,4.7609
8.5,6.401,33.203,4.7609
8.51,6.411,33.252,4.7699
8.52,6.411,33.35,4.7699
8.53,6.431,33.398,4.7879000000000005
8.54,6.431,33.447,4.7879000000000005
8.55,6.44,33.447,4.796
8.56,6.44,33.496,4.796
8.57,6.45,33.545,4.805000000000001
8.58,6.45,33.594,4.805000000000001
8.59,6.47,33.691,4.8229999999999995
8.6,6.465,33.74,4.8185
8.61,6.47,33.691,4.8229999999999995
8.62,6.484,33.789,4.8356
8.63,6.475,33.789,4.8275
8.64,6.504,33.838,4.8536
8.65,6.499,33.887,4.8491
8.66,6.514,33.984,4.8626000000000005
8.67,6.514,33.984,4.8626000000000005
8.68,6.528,33.984,4.8751999999999995
8.69,6.528,34.033,4.8751999999999995
8.7,6.538,34.131,4.884200000000001
8.71,6.548,34.18,4.8932
8.72,6.553,34.18,4.8977
8.73,6.563,34.229,4.9067
8.74,6.563,34.277,4.9067
8.75,6.577,34.375,4.9193
8.76,6.577,34.326,4.9193
8.77,6.577,34.375,4.9193
8.78,6.587,34.375,4.9283
8.79,6.592,34.424,4.932799999999999
8.8,6.597,34.521,4.9373000000000005
8.81,6.611,34.521,4.9498999999999995
8.82,6.606,34.57,4.9454
8.83,6.616,34.619,4.9544
8.84,6.621,34.668,4.958900000000001
8.85,6.636,34.717,4.9724
8.86,6.641,34.717,4.9769000000000005
8.87,6.655,34.766,4.9895000000000005
8.88,6.66,34.814,4.994000000000001
8.89,6.665,34.863,4.9985
8.9,6.665,34.863,4.9985
8.91,6.675,34.961,5.0075
8.92,6.675,34.961,5.0075
8.93,6.68,35.01,5.012
8.94,6.694,35.01,5.0246
8.95,6.694,35.059,5.0246
8.96,6.709,35.107,5.0381
8.97,6.714,35.107,5.0426
8.98,6.719,35.156,5.0471
8.99,6.724,35.254,5.0516000000000005
9,6.743,35.303,5.068700000000001
9.01,6.748,35.352,5.0732
9.02,6.758,35.4,5.0822
9.03,6.753,35.4,5.0777
9.04,6.763,35.4,5.0867000000000004
9.05,6.763,35.4,5.0867000000000004
9.06,6.772,35.498,5.0948
9.07,6.787,35.498,5.1083
9.08,6.782,35.596,5.103800000000001
9.09,6.802,35.596,5.1217999999999995
9.1,6.802,35.645,5.1217999999999995
9.11,6.807,35.693,5.1263000000000005
9.12,6.812,35.742,5.130800000000001
9.13,6.816,35.742,5.1344
9.14,6.831,35.791,5.147900000000001
9.15,6.831,35.84,5.147900000000001
9.16,6.846,35.84,5.1614
9.17,6.846,35.889,5.1614
9.18,6.851,35.938,5.1659
9.19,6.855,35.938,5.1695
9.2,6.865,35.986,5.1785000000000005
9.21,6.885,35.986,5.1965
9.22,6.885,36.035,5.1965
9.23,6.89,36.084,5.201
9.24,6.899,36.182,5.2091
9.25,6.899,36.133,5.2091
9.26,6.909,36.182,5.2181
9.27,6.914,36.23,5.2226
9.28,6.924,36.279,5.2316
9.29,6.919,36.279,5.2271
9.3,6.938,36.279,5.2442
9.31,6.938,36.377,5.2442
9.32,6.953,36.426,5.257700000000001
9.33,6.953,36.426,5.257700000000001
9.34,6.958,36.475,5.2622
9.35,6.963,36.523,5.2667
9.36,6.973,36.572,5.2757
9.37,6.982,36.572,5.2838
9.38,6.997,36.621,5.2973
9.39,6.992,36.621,5.2928
9.4,7.007,36.719,5.3063
9.41,7.007,36.768,5.3063
9.42,7.012,36.768,5.3107999999999995
9.43,7.021,36.768,5.3189
9.44,7.031,36.816,5.3279
9.45,7.031,36.865,5.3279
9.46,7.041,36.865,5.336900000000001
9.47,7.046,36.914,5.3414
9.48,7.056,36.963,5.3504000000000005
9.49,7.056,37.012,5.3504000000000005
9.5,7.065,37.012,5.3585
9.51,7.07,37.012,5.363
9.52,7.08,37.109,5.372
9.53,7.085,37.109,5.3765
9.54,7.09,37.109,5.381
9.55,7.104,37.207,5.3936
9.56,7.1,37.207,5.39
9.57,7.114,37.256,5.4026
9.58,7.109,37.256,5.3981
9.59,7.124,37.305,5.4116
9.6,7.129,37.305,5.4161
9.61,7.139,37.402,5.4251000000000005
9.62,7.144,37.402,5.429600000000001
9.63,7.148,37.402,5.4332
9.64,7.153,37.5,5.4376999999999995
9.65,7.168,37.5,5.4512
9.66,7.178,37.5,5.4602
9.67,7.173,37.549,5.4557
9.68,7.183,37.598,5.4647
9.69,7.188,37.646,5.4692
9.7,7.197,37.646,5.4773000000000005
9.71,7.197,37.695,5.4773000000000005
9.72,7.207,37.744,5.4863
9.73,7.222,37.793,5.4998000000000005
9.74,7.222,37.793,5.4998000000000005
9.75,7.236,37.793,5.5123999999999995
9.76,7.231,37.842,5.5079
9.77,7.241,37.842,5.5169
9.78,7.246,37.939,5.521400000000001
9.79,7.256,37.939,5.5304
9.8,7.261,37.939,5.5349
9.81,7.271,37.988,5.5439
9.82,7.275,37.988,5.5475
9.83,7.28,38.037,5.5520000000000005
9.84,7.285,38.086,5.556500000000001
9.85,7.29,38.086,5.561
9.86,7.305,38.135,5.5745
9.87,7.31,38.232,5.579
9.88,7.319,38.232,5.5871
9.89,7.319,38.232,5.5871
9.9,7.329,38.281,5.5961
9.91,7.329,38.33,5.5961
9.92,7.334,38.379,5.6006
9.93,7.339,38.33,5.6051
9.94,7.349,38.379,5.6141000000000005
9.95,7.349,38.379,5.6141000000000005
9.96,7.354,38.428,5.6186
9.97,7.349,38.477,5.6141000000000005
9.98,7.349,38.477,5.6141000000000005
9.99,7.349,38.477,5.6141000000000005
10,7.349,38.428,5.6141000000000005
10.01,7.344,38.525,5.6096
10,7.349,38.477,5.6141000000000005
9.99,7.349,38.477,5.6141000000000005
9.98,7.349,38.525,5.6141000000000005
9.97,7.349,38.525,5.6141000000000005
9.96,7.349,38.525,5.6141000000000005
9.95,7.349,38.525,5.6141000000000005
9.94,7.349,38.525,5.6141000000000005
9.93,7.344,38.525,5.6096
9.92,7.354,38.525,5.6186
9.91,7.349,38.525,5.6141000000000005
9.9,7.349,38.525,5.6141000000000005
9.89,7.349,38.574,5.6141000000000005
9.88,7.344,38.623,5.6096
9.87,7.344,38.623,5.6096
9.86,7.349,38.574,5.6141000000000005
9.85,7.349,38.574,5.6141000000000005
9.84,7.344,38.623,5.6096
9.83,7.339,38.623,5.6051
9.82,7.344,38.623,5.6096
9.81,7.334,38.623,5.6006
9.8,7.329,38.574,5.5961
9.79,7.324,38.623,5.5916
9.78,7.314,38.623,5.5826
9.77,7.305,38.623,5.5745
9.76,7.305,38.623,5.5745
9.75,7.285,38.672,5.556500000000001
9.74,7.29,38.623,5.561
9.73,7.275,38.623,5.5475
9.72,7.28,38.623,5.5520000000000005
9.71,7.271,38.672,5.5439
9.7,7.266,38.623,5.5394000000000005
9.69,7.251,38.574,5.5259
9.68,7.251,38.623,5.5259
9.67,7.236,38.623,5.5123999999999995
9.66,7.236,38.623,5.5123999999999995
9.65,7.227,38.623,5.504300000000001
9.64,7.222,38.672,5.4998000000000005
9.63,7.212,38.623,5.4908
9.62,7.212,38.623,5.4908
9.61,7.188,38.623,5.4692
9.6,7.192,38.623,5.4728
9.59,7.183,38.623,5.4647
9.58,7.178,38.623,5.4602
9.57,7.173,38.574,5.4557
9.56,7.168,38.574,5.4512
9.55,7.158,38.574,5.442200000000001
9.54,7.158,38.574,5.442200000000001
9.53,7.148,38.574,5.4332
9.52,7.148,38.574,5.4332
9.51,7.129,38.525,5.4161
9.5,7.124,38.477,5.4116
9.49,7.114,38.477,5.4026
9.48,7.114,38.477,5.4026
9.47,7.104,38.428,5.3936
9.46,7.104,38.477,5.3936
9.45,7.095,38.428,5.3854999999999995
9.44,7.09,38.379,5.381
9.43,7.075,38.33,5.367500000000001
9.42,7.08,38.379,5.372
9.41,7.065,38.33,5.3585
9.4,7.065,38.379,5.3585
9.39,7.051,38.281,5.3459
9.38,7.051,38.33,5.3459
9.37,7.041,38.33,5.336900000000001
9.36,7.041,38.281,5.336900000000001
9.35,7.031,38.281,5.3279
9.34,7.026,38.281,5.3234
9.33,7.012,38.232,5.3107999999999995
9.32,7.007,38.232,5.3063
9.31,7.007,38.232,5.3063
9.3,7.002,38.232,5.3018
9.29,6.987,38.135,5.2883000000000004
9.28,6.987,38.184,5.2883000000000004
9.27,6.968,38.184,5.2712
9.26,6.973,38.086,5.2757
9.25,6.963,38.037,5.2667
9.24,6.963,38.135,5.2667
9.23,6.943,38.086,5.2486999999999995
9.22,6.943,38.037,5.2486999999999995
9.21,6.938,38.037,5.2442
9.2,6.934,38.037,5.240600000000001
9.19,6.924,37.988,5.2316
9.18,6.924,37.988,5.2316
9.17,6.909,37.939,5.2181
9.16,6.909,37.939,5.2181
9.15,6.895,37.939,5.2055
9.14,6.899,37.939,5.2091
9.13,6.88,37.891,5.192
9.12,6.88,37.891,5.192
9.11,6.865,37.842,5.1785000000000005
9.1,6.865,37.842,5.1785000000000005
9.09,6.855,37.842,5.1695
9.08,6.851,37.793,5.1659
9.07,6.836,37.744,5.1524
9.06,6.831,37.744,5.147900000000001
9.05,6.821,37.695,5.1389
9.04,6.821,37.695,5.1389
9.03,6.802,37.695,5.1217999999999995
9.02,6.807,37.646,5.1263000000000005
9.01,6.797,37.646,5.1173
9,6.792,37.598,5.1128
8.99,6.782,37.598,5.103800000000001
8.98,6.782,37.598,5.103800000000001
8.97,6.772,37.598,5.0948
8.96,6.772,37.549,5.0948
8.95,6.753,37.549,5.0777
8.94,6.758,37.5,5.0822
8.93,6.748,37.451,5.0732
8.92,6.743,37.451,5.068700000000001
8.91,6.733,37.451,5.059699999999999
8.9,6.733,37.451,5.059699999999999
8.89,6.719,37.402,5.0471
8.88,6.719,37.402,5.0471
8.87,6.704,37.354,5.0336
8.86,6.699,37.354,5.0291
8.85,6.685,37.305,5.0165
8.84,6.694,37.305,5.0246
8.83,6.685,37.256,5.0165
8.82,6.67,37.256,5.003
8.81,6.66,37.207,4.994000000000001
8.8,6.66,37.207,4.994000000000001
8.79,6.655,37.207,4.9895000000000005
8.78,6.65,37.158,4.985
8.77,6.636,37.109,4.9724
8.76,6.636,37.158,4.9724
8.75,6.621,37.109,4.958900000000001
8.74,6.626,37.109,4.9634
8.73,6.611,37.012,4.9498999999999995
8.72,6.611,37.012,4.9498999999999995
8.71,6.606,37.012,4.9454
8.7,6.597,37.012,4.9373000000000005
8.69,6.592,36.963,4.932799999999999
8.68,6.582,36.963,4.9238
8.67,6.577,36.914,4.9193
8.66,6.572,36.914,4.9148000000000005
8.65,6.567,36.865,4.9103
8.64,6.558,36.816,4.9022
8.63,6.548,36.816,4.8932
8.62,6.538,36.768,4.884200000000001
8.61,6.538,36.768,4.884200000000001
8.6,6.523,36.719,4.8707
8.59,6.523,36.67,4.8707
8.58,6.509,36.67,4.8581
8.57,6.509,36.67,4.8581
8.56,6.499,36.67,4.8491
8.55,6.499,36.67,4.8491
8.54,6.484,36.621,4.8356
8.53,6.484,36.572,4.8356
8.52,6.47,36.572,4.8229999999999995
8.51,6.47,36.523,4.8229999999999995
8.5,6.455,36.523,4.8095
8.49,6.455,36.475,4.8095
8.48,6.45,36.426,4.805000000000001
8.47,6.445,36.426,4.8005
8.46,6.431,36.377,4.7879000000000005
8.45,6.436,36.426,4.7924
8.44,6.421,36.377,4.7789
8.43,6.416,36.328,4.774400000000001
8.42,6.406,36.279,4.7654
8.41,6.401,36.279,4.7609
8.4,6.392,36.279,4.752800000000001
8.39,6.387,36.23,4.7482999999999995
8.38,6.377,36.182,4.7393
8.37,6.377,36.182,4.7393
8.36,6.362,36.182,4.7258000000000004
8.35,6.367,36.133,4.7303
8.34,6.353,36.084,4.7177
8.33,6.348,36.084,4.7132
8.32,6.343,36.035,4.7087
8.31,6.338,36.035,4.7042
8.3,6.333,35.986,4.6997
8.29,6.328,35.938,4.695200000000001
8.28,6.313,35.938,4.6817
8.27,6.309,35.938,4.678100000000001
8.26,6.304,35.889,4.6736
8.25,6.304,35.889,4.6736
8.24,6.284,35.791,4.6556
8.23,6.284,35.791,4.6556
8.22,6.27,35.791,4.643
8.21,6.27,35.791,4.643
8.2,6.26,35.693,4.634
8.19,6.265,35.645,4.6385
8.18,6.245,35.645,4.6205
8.17,6.24,35.645,4.6160000000000005
8.16,6.23,35.596,4.607
8.15,6.23,35.596,4.607
8.14,6.221,35.547,4.5989
8.13,6.221,35.498,4.5989
8.12,6.211,35.498,4.5899
8.11,6.206,35.498,4.585400000000001
8.1,6.196,35.449,4.5764
8.09,6.196,35.449,4.5764
8.08,6.182,35.4,4.5638000000000005
8.07,6.187,35.352,4.568300000000001
8.06,6.162,35.303,4.5458
8.05,6.157,35.303,4.541300000000001
8.04,6.152,35.303,4.5368
8.03,6.147,35.254,4.5323
8.02,6.143,35.205,4.5287
8.01,6.133,35.156,4.5197
8,6.118,35.107,4.506200000000001
7.99,6.118,35.107,4.506200000000001
7.98,6.108,35.107,4.497199999999999
7.97,6.108,35.059,4.497199999999999
7.96,6.099,35.059,4.4891000000000005
7.95,6.099,35.01,4.4891000000000005
7.94,6.084,35.01,4.4756
7.93,6.084,34.912,4.4756
7.92,6.069,34.912,4.4621
7.91,6.074,34.863,4.4666
7.9,6.064,34.814,4.4576
7.89,6.055,34.814,4.4495
7.88,6.045,34.766,4.4405
7.87,6.045,34.717,4.4405
7.86,6.03,34.717,4.4270000000000005
7.85,6.03,34.668,4.4270000000000005
7.84,6.021,34.668,4.4189
7.83,6.016,34.619,4.4144000000000005
7.82,6.011,34.57,4.4099
7.81,5.996,34.57,4.396400000000001
7.8,5.991,34.521,4.3919
7.79,5.991,34.473,4.3919
7.78,5.981,34.424,4.3829
